Gender,Hour of Start Time,Weekday of Start Time,Count of Trips
Male,"April 7, 2019 at 2 AM",Sunday,30
Female,"April 7, 2019 at 2 AM",Sunday,4
Male,"April 7, 2019 at 1 AM",Sunday,35
Female,"April 7, 2019 at 1 AM",Sunday,3
Male,"April 7, 2019 at 12 AM",Sunday,63
Female,"April 7, 2019 at 12 AM",Sunday,17
Male,"March 31, 2019 at 11 PM",Sunday,21
Female,"March 31, 2019 at 11 PM",Sunday,2
Male,"March 31, 2019 at 10 PM",Sunday,34
Female,"March 31, 2019 at 10 PM",Sunday,4
Male,"March 31, 2019 at 9 PM",Sunday,37
Female,"March 31, 2019 at 9 PM",Sunday,7
Male,"March 31, 2019 at 8 PM",Sunday,51
Female,"March 31, 2019 at 8 PM",Sunday,16
Male,"March 31, 2019 at 7 PM",Sunday,105
Female,"March 31, 2019 at 7 PM",Sunday,27
Male,"March 31, 2019 at 6 PM",Sunday,130
Female,"March 31, 2019 at 6 PM",Sunday,67
Male,"March 31, 2019 at 5 PM",Sunday,166
Female,"March 31, 2019 at 5 PM",Sunday,63
Male,"March 31, 2019 at 4 PM",Sunday,154
Female,"March 31, 2019 at 4 PM",Sunday,64
Male,"March 31, 2019 at 3 PM",Sunday,196
Female,"March 31, 2019 at 3 PM",Sunday,71
Male,"March 31, 2019 at 2 PM",Sunday,175
Female,"March 31, 2019 at 2 PM",Sunday,71
Male,"March 31, 2019 at 1 PM",Sunday,183
Female,"March 31, 2019 at 1 PM",Sunday,61
Male,"March 31, 2019 at 12 PM",Sunday,164
Female,"March 31, 2019 at 12 PM",Sunday,60
Male,"March 31, 2019 at 11 AM",Sunday,133
Female,"March 31, 2019 at 11 AM",Sunday,67
Male,"March 31, 2019 at 10 AM",Sunday,154
Female,"March 31, 2019 at 10 AM",Sunday,51
Male,"March 31, 2019 at 9 AM",Sunday,88
Female,"March 31, 2019 at 9 AM",Sunday,29
Male,"March 31, 2019 at 8 AM",Sunday,60
Female,"March 31, 2019 at 8 AM",Sunday,26
Male,"March 31, 2019 at 7 AM",Sunday,29
Female,"March 31, 2019 at 7 AM",Sunday,17
Male,"March 31, 2019 at 6 AM",Sunday,11
Female,"March 31, 2019 at 6 AM",Sunday,6
Male,"March 31, 2019 at 5 AM",Sunday,6
Female,"March 31, 2019 at 5 AM",Sunday,1
Male,"March 31, 2019 at 4 AM",Sunday,3
Male,"March 31, 2019 at 3 AM",Sunday,15
Female,"March 31, 2019 at 3 AM",Sunday,3
Male,"March 31, 2019 at 1 AM",Sunday,14
Female,"March 31, 2019 at 1 AM",Sunday,2
Male,"March 31, 2019 at 12 AM",Sunday,23
Female,"March 31, 2019 at 12 AM",Sunday,4
Male,"March 24, 2019 at 11 PM",Sunday,17
Female,"March 24, 2019 at 11 PM",Sunday,1
Male,"March 24, 2019 at 10 PM",Sunday,31
Female,"March 24, 2019 at 10 PM",Sunday,1
Male,"March 24, 2019 at 9 PM",Sunday,26
Female,"March 24, 2019 at 9 PM",Sunday,5
Male,"March 24, 2019 at 8 PM",Sunday,42
Female,"March 24, 2019 at 8 PM",Sunday,3
Male,"March 24, 2019 at 7 PM",Sunday,70
Female,"March 24, 2019 at 7 PM",Sunday,15
Male,"March 24, 2019 at 6 PM",Sunday,87
Female,"March 24, 2019 at 6 PM",Sunday,22
Male,"March 24, 2019 at 5 PM",Sunday,54
Female,"March 24, 2019 at 5 PM",Sunday,19
Male,"March 24, 2019 at 4 PM",Sunday,96
Female,"March 24, 2019 at 4 PM",Sunday,27
Male,"March 24, 2019 at 3 PM",Sunday,189
Female,"March 24, 2019 at 3 PM",Sunday,65
Male,"March 24, 2019 at 2 PM",Sunday,202
Female,"March 24, 2019 at 2 PM",Sunday,70
Male,"March 24, 2019 at 1 PM",Sunday,192
Female,"March 24, 2019 at 1 PM",Sunday,75
Male,"March 24, 2019 at 12 PM",Sunday,221
Female,"March 24, 2019 at 12 PM",Sunday,73
Male,"March 24, 2019 at 11 AM",Sunday,214
Female,"March 24, 2019 at 11 AM",Sunday,85
Male,"March 24, 2019 at 10 AM",Sunday,208
Female,"March 24, 2019 at 10 AM",Sunday,99
Male,"March 24, 2019 at 9 AM",Sunday,131
Female,"March 24, 2019 at 9 AM",Sunday,53
Male,"March 24, 2019 at 8 AM",Sunday,91
Female,"March 24, 2019 at 8 AM",Sunday,52
Male,"March 24, 2019 at 7 AM",Sunday,86
Female,"March 24, 2019 at 7 AM",Sunday,36
Male,"March 24, 2019 at 6 AM",Sunday,19
Female,"March 24, 2019 at 6 AM",Sunday,8
Male,"March 24, 2019 at 5 AM",Sunday,15
Female,"March 24, 2019 at 5 AM",Sunday,4
Male,"March 24, 2019 at 4 AM",Sunday,8
Male,"March 24, 2019 at 3 AM",Sunday,8
Female,"March 24, 2019 at 3 AM",Sunday,4
Male,"March 24, 2019 at 2 AM",Sunday,23
Female,"March 24, 2019 at 2 AM",Sunday,2
Male,"March 24, 2019 at 1 AM",Sunday,15
Female,"March 24, 2019 at 1 AM",Sunday,4
Male,"March 24, 2019 at 12 AM",Sunday,34
Female,"March 24, 2019 at 12 AM",Sunday,5
Male,"March 17, 2019 at 11 PM",Sunday,23
Female,"March 17, 2019 at 11 PM",Sunday,3
Male,"March 17, 2019 at 10 PM",Sunday,30
Female,"March 17, 2019 at 10 PM",Sunday,9
Male,"March 17, 2019 at 9 PM",Sunday,48
Female,"March 17, 2019 at 9 PM",Sunday,11
Male,"March 17, 2019 at 8 PM",Sunday,75
Female,"March 17, 2019 at 8 PM",Sunday,19
Male,"March 17, 2019 at 7 PM",Sunday,98
Female,"March 17, 2019 at 7 PM",Sunday,29
Male,"March 17, 2019 at 6 PM",Sunday,174
Female,"March 17, 2019 at 6 PM",Sunday,46
Male,"March 17, 2019 at 5 PM",Sunday,216
Female,"March 17, 2019 at 5 PM",Sunday,65
Male,"March 17, 2019 at 4 PM",Sunday,207
Female,"March 17, 2019 at 4 PM",Sunday,94
Male,"March 17, 2019 at 3 PM",Sunday,252
Female,"March 17, 2019 at 3 PM",Sunday,82
Male,"March 17, 2019 at 2 PM",Sunday,291
Female,"March 17, 2019 at 2 PM",Sunday,127
Male,"March 17, 2019 at 1 PM",Sunday,250
Female,"March 17, 2019 at 1 PM",Sunday,101
Male,"March 17, 2019 at 12 PM",Sunday,243
Female,"March 17, 2019 at 12 PM",Sunday,99
Male,"March 17, 2019 at 11 AM",Sunday,178
Female,"March 17, 2019 at 11 AM",Sunday,83
Male,"March 17, 2019 at 10 AM",Sunday,157
Female,"March 17, 2019 at 10 AM",Sunday,81
Male,"March 17, 2019 at 9 AM",Sunday,107
Female,"March 17, 2019 at 9 AM",Sunday,37
Male,"March 17, 2019 at 8 AM",Sunday,69
Female,"March 17, 2019 at 8 AM",Sunday,37
Male,"March 17, 2019 at 7 AM",Sunday,41
Female,"March 17, 2019 at 7 AM",Sunday,16
Male,"March 17, 2019 at 6 AM",Sunday,19
Female,"March 17, 2019 at 6 AM",Sunday,3
Male,"March 17, 2019 at 5 AM",Sunday,11
Female,"March 17, 2019 at 5 AM",Sunday,1
Male,"March 17, 2019 at 4 AM",Sunday,9
Male,"March 17, 2019 at 3 AM",Sunday,11
Female,"March 17, 2019 at 3 AM",Sunday,1
Male,"March 17, 2019 at 2 AM",Sunday,21
Female,"March 17, 2019 at 2 AM",Sunday,4
Male,"March 17, 2019 at 1 AM",Sunday,17
Female,"March 17, 2019 at 1 AM",Sunday,3
Male,"March 17, 2019 at 12 AM",Sunday,35
Female,"March 17, 2019 at 12 AM",Sunday,5
Male,"March 10, 2019 at 11 PM",Sunday,19
Female,"March 10, 2019 at 11 PM",Sunday,2
Male,"March 10, 2019 at 10 PM",Sunday,32
Female,"March 10, 2019 at 10 PM",Sunday,4
Male,"March 10, 2019 at 9 PM",Sunday,51
Female,"March 10, 2019 at 9 PM",Sunday,9
Male,"March 10, 2019 at 8 PM",Sunday,72
Female,"March 10, 2019 at 8 PM",Sunday,15
Male,"March 10, 2019 at 7 PM",Sunday,97
Female,"March 10, 2019 at 7 PM",Sunday,12
Male,"March 10, 2019 at 6 PM",Sunday,146
Female,"March 10, 2019 at 6 PM",Sunday,36
Male,"March 10, 2019 at 5 PM",Sunday,147
Female,"March 10, 2019 at 5 PM",Sunday,32
Male,"March 10, 2019 at 4 PM",Sunday,127
Female,"March 10, 2019 at 4 PM",Sunday,32
Male,"March 10, 2019 at 3 PM",Sunday,130
Female,"March 10, 2019 at 3 PM",Sunday,35
Male,"March 10, 2019 at 2 PM",Sunday,125
Female,"March 10, 2019 at 2 PM",Sunday,30
Male,"March 10, 2019 at 1 PM",Sunday,145
Female,"March 10, 2019 at 1 PM",Sunday,27
Male,"March 10, 2019 at 12 PM",Sunday,135
Female,"March 10, 2019 at 12 PM",Sunday,37
Male,"March 10, 2019 at 11 AM",Sunday,114
Female,"March 10, 2019 at 11 AM",Sunday,33
Male,"March 10, 2019 at 10 AM",Sunday,93
Female,"March 10, 2019 at 10 AM",Sunday,28
Male,"March 10, 2019 at 9 AM",Sunday,59
Female,"March 10, 2019 at 9 AM",Sunday,27
Male,"March 10, 2019 at 8 AM",Sunday,47
Female,"March 10, 2019 at 8 AM",Sunday,16
Male,"March 10, 2019 at 7 AM",Sunday,21
Female,"March 10, 2019 at 7 AM",Sunday,8
Male,"March 10, 2019 at 6 AM",Sunday,10
Female,"March 10, 2019 at 6 AM",Sunday,3
Male,"March 10, 2019 at 5 AM",Sunday,9
Female,"March 10, 2019 at 5 AM",Sunday,1
Male,"March 10, 2019 at 4 AM",Sunday,3
Female,"March 10, 2019 at 4 AM",Sunday,1
Male,"March 10, 2019 at 3 AM",Sunday,11
Female,"March 10, 2019 at 3 AM",Sunday,4
Male,"March 10, 2019 at 1 AM",Sunday,16
Female,"March 10, 2019 at 1 AM",Sunday,2
Male,"March 10, 2019 at 12 AM",Sunday,21
Female,"March 10, 2019 at 12 AM",Sunday,3
Male,"March 3, 2019 at 11 PM",Sunday,15
Female,"March 3, 2019 at 11 PM",Sunday,2
Male,"March 3, 2019 at 10 PM",Sunday,22
Female,"March 3, 2019 at 10 PM",Sunday,9
Male,"March 3, 2019 at 9 PM",Sunday,41
Female,"March 3, 2019 at 9 PM",Sunday,5
Male,"March 3, 2019 at 8 PM",Sunday,40
Female,"March 3, 2019 at 8 PM",Sunday,11
Male,"March 3, 2019 at 7 PM",Sunday,44
Female,"March 3, 2019 at 7 PM",Sunday,16
Male,"March 3, 2019 at 6 PM",Sunday,62
Female,"March 3, 2019 at 6 PM",Sunday,17
Male,"March 3, 2019 at 5 PM",Sunday,94
Female,"March 3, 2019 at 5 PM",Sunday,35
Male,"March 3, 2019 at 4 PM",Sunday,96
Female,"March 3, 2019 at 4 PM",Sunday,28
Male,"March 3, 2019 at 3 PM",Sunday,96
Female,"March 3, 2019 at 3 PM",Sunday,24
Male,"March 3, 2019 at 2 PM",Sunday,117
Female,"March 3, 2019 at 2 PM",Sunday,26
Male,"March 3, 2019 at 1 PM",Sunday,94
Female,"March 3, 2019 at 1 PM",Sunday,21
Male,"March 3, 2019 at 12 PM",Sunday,80
Female,"March 3, 2019 at 12 PM",Sunday,39
Male,"March 3, 2019 at 11 AM",Sunday,82
Female,"March 3, 2019 at 11 AM",Sunday,37
Male,"March 3, 2019 at 10 AM",Sunday,79
Female,"March 3, 2019 at 10 AM",Sunday,33
Male,"March 3, 2019 at 9 AM",Sunday,72
Female,"March 3, 2019 at 9 AM",Sunday,24
Male,"March 3, 2019 at 8 AM",Sunday,44
Female,"March 3, 2019 at 8 AM",Sunday,19
Male,"March 3, 2019 at 7 AM",Sunday,23
Female,"March 3, 2019 at 7 AM",Sunday,7
Male,"March 3, 2019 at 6 AM",Sunday,10
Female,"March 3, 2019 at 6 AM",Sunday,1
Male,"March 3, 2019 at 5 AM",Sunday,10
Male,"March 3, 2019 at 4 AM",Sunday,6
Female,"March 3, 2019 at 4 AM",Sunday,1
Male,"March 3, 2019 at 3 AM",Sunday,5
Female,"March 3, 2019 at 3 AM",Sunday,2
Male,"March 3, 2019 at 2 AM",Sunday,10
Female,"March 3, 2019 at 2 AM",Sunday,5
Male,"March 3, 2019 at 1 AM",Sunday,13
Female,"March 3, 2019 at 1 AM",Sunday,2
Male,"March 3, 2019 at 12 AM",Sunday,24
Female,"March 3, 2019 at 12 AM",Sunday,5
Male,"February 24, 2019 at 11 PM",Sunday,7
Female,"February 24, 2019 at 11 PM",Sunday,3
Male,"February 24, 2019 at 10 PM",Sunday,22
Male,"February 24, 2019 at 9 PM",Sunday,20
Female,"February 24, 2019 at 9 PM",Sunday,5
Male,"February 24, 2019 at 8 PM",Sunday,27
Female,"February 24, 2019 at 8 PM",Sunday,5
Male,"February 24, 2019 at 7 PM",Sunday,45
Female,"February 24, 2019 at 7 PM",Sunday,4
Male,"February 24, 2019 at 6 PM",Sunday,47
Female,"February 24, 2019 at 6 PM",Sunday,11
Male,"February 24, 2019 at 5 PM",Sunday,67
Female,"February 24, 2019 at 5 PM",Sunday,19
Male,"February 24, 2019 at 4 PM",Sunday,91
Female,"February 24, 2019 at 4 PM",Sunday,19
Male,"February 24, 2019 at 3 PM",Sunday,70
Female,"February 24, 2019 at 3 PM",Sunday,21
Male,"February 24, 2019 at 2 PM",Sunday,78
Female,"February 24, 2019 at 2 PM",Sunday,13
Male,"February 24, 2019 at 1 PM",Sunday,90
Female,"February 24, 2019 at 1 PM",Sunday,19
Male,"February 24, 2019 at 12 PM",Sunday,103
Female,"February 24, 2019 at 12 PM",Sunday,21
Male,"February 24, 2019 at 11 AM",Sunday,79
Female,"February 24, 2019 at 11 AM",Sunday,29
Male,"February 24, 2019 at 10 AM",Sunday,85
Female,"February 24, 2019 at 10 AM",Sunday,30
Male,"February 24, 2019 at 9 AM",Sunday,65
Female,"February 24, 2019 at 9 AM",Sunday,12
Male,"February 24, 2019 at 8 AM",Sunday,39
Female,"February 24, 2019 at 8 AM",Sunday,19
Male,"February 24, 2019 at 7 AM",Sunday,19
Female,"February 24, 2019 at 7 AM",Sunday,6
Male,"February 24, 2019 at 6 AM",Sunday,8
Female,"February 24, 2019 at 6 AM",Sunday,1
Male,"February 24, 2019 at 5 AM",Sunday,7
Male,"February 24, 2019 at 4 AM",Sunday,5
Male,"February 24, 2019 at 3 AM",Sunday,7
Female,"February 24, 2019 at 3 AM",Sunday,1
Male,"February 24, 2019 at 2 AM",Sunday,10
Female,"February 24, 2019 at 2 AM",Sunday,1
Male,"February 24, 2019 at 1 AM",Sunday,19
Female,"February 24, 2019 at 1 AM",Sunday,2
Male,"February 24, 2019 at 12 AM",Sunday,16
Female,"February 24, 2019 at 12 AM",Sunday,8
Male,"February 17, 2019 at 11 PM",Sunday,6
Male,"February 17, 2019 at 10 PM",Sunday,15
Male,"February 17, 2019 at 9 PM",Sunday,17
Female,"February 17, 2019 at 9 PM",Sunday,1
Male,"February 17, 2019 at 8 PM",Sunday,21
Female,"February 17, 2019 at 8 PM",Sunday,2
Male,"February 17, 2019 at 7 PM",Sunday,30
Female,"February 17, 2019 at 7 PM",Sunday,4
Male,"February 17, 2019 at 6 PM",Sunday,42
Female,"February 17, 2019 at 6 PM",Sunday,14
Male,"February 17, 2019 at 5 PM",Sunday,54
Female,"February 17, 2019 at 5 PM",Sunday,12
Male,"February 17, 2019 at 4 PM",Sunday,65
Female,"February 17, 2019 at 4 PM",Sunday,12
Male,"February 17, 2019 at 3 PM",Sunday,59
Female,"February 17, 2019 at 3 PM",Sunday,14
Male,"February 17, 2019 at 2 PM",Sunday,69
Female,"February 17, 2019 at 2 PM",Sunday,14
Male,"February 17, 2019 at 1 PM",Sunday,58
Female,"February 17, 2019 at 1 PM",Sunday,25
Male,"February 17, 2019 at 12 PM",Sunday,60
Female,"February 17, 2019 at 12 PM",Sunday,15
Male,"February 17, 2019 at 11 AM",Sunday,59
Female,"February 17, 2019 at 11 AM",Sunday,22
Male,"February 17, 2019 at 10 AM",Sunday,51
Female,"February 17, 2019 at 10 AM",Sunday,20
Male,"February 17, 2019 at 9 AM",Sunday,34
Female,"February 17, 2019 at 9 AM",Sunday,13
Male,"February 17, 2019 at 8 AM",Sunday,22
Female,"February 17, 2019 at 8 AM",Sunday,12
Male,"February 17, 2019 at 7 AM",Sunday,24
Female,"February 17, 2019 at 7 AM",Sunday,7
Male,"February 17, 2019 at 6 AM",Sunday,12
Female,"February 17, 2019 at 6 AM",Sunday,4
Male,"February 17, 2019 at 5 AM",Sunday,4
Female,"February 17, 2019 at 5 AM",Sunday,1
Male,"February 17, 2019 at 4 AM",Sunday,6
Male,"February 17, 2019 at 3 AM",Sunday,11
Female,"February 17, 2019 at 3 AM",Sunday,2
Male,"February 17, 2019 at 2 AM",Sunday,9
Female,"February 17, 2019 at 2 AM",Sunday,2
Male,"February 17, 2019 at 1 AM",Sunday,12
Female,"February 17, 2019 at 1 AM",Sunday,3
Male,"February 17, 2019 at 12 AM",Sunday,16
Female,"February 17, 2019 at 12 AM",Sunday,6
Male,"February 10, 2019 at 11 PM",Sunday,6
Female,"February 10, 2019 at 11 PM",Sunday,1
Male,"February 10, 2019 at 10 PM",Sunday,16
Female,"February 10, 2019 at 10 PM",Sunday,1
Male,"February 10, 2019 at 9 PM",Sunday,22
Female,"February 10, 2019 at 9 PM",Sunday,4
Male,"February 10, 2019 at 8 PM",Sunday,18
Female,"February 10, 2019 at 8 PM",Sunday,6
Male,"February 10, 2019 at 7 PM",Sunday,44
Female,"February 10, 2019 at 7 PM",Sunday,4
Male,"February 10, 2019 at 6 PM",Sunday,49
Female,"February 10, 2019 at 6 PM",Sunday,9
Male,"February 10, 2019 at 5 PM",Sunday,56
Female,"February 10, 2019 at 5 PM",Sunday,14
Male,"February 10, 2019 at 4 PM",Sunday,43
Female,"February 10, 2019 at 4 PM",Sunday,13
Male,"February 10, 2019 at 3 PM",Sunday,40
Female,"February 10, 2019 at 3 PM",Sunday,13
Male,"February 10, 2019 at 2 PM",Sunday,52
Female,"February 10, 2019 at 2 PM",Sunday,11
Male,"February 10, 2019 at 1 PM",Sunday,98
Female,"February 10, 2019 at 1 PM",Sunday,31
Male,"February 10, 2019 at 12 PM",Sunday,137
Female,"February 10, 2019 at 12 PM",Sunday,34
Male,"February 10, 2019 at 11 AM",Sunday,137
Female,"February 10, 2019 at 11 AM",Sunday,47
Male,"February 10, 2019 at 10 AM",Sunday,105
Female,"February 10, 2019 at 10 AM",Sunday,40
Male,"February 10, 2019 at 9 AM",Sunday,67
Female,"February 10, 2019 at 9 AM",Sunday,30
Male,"February 10, 2019 at 8 AM",Sunday,43
Female,"February 10, 2019 at 8 AM",Sunday,25
Male,"February 10, 2019 at 7 AM",Sunday,27
Female,"February 10, 2019 at 7 AM",Sunday,5
Male,"February 10, 2019 at 6 AM",Sunday,13
Female,"February 10, 2019 at 6 AM",Sunday,2
Male,"February 10, 2019 at 5 AM",Sunday,5
Male,"February 10, 2019 at 4 AM",Sunday,2
Female,"February 10, 2019 at 4 AM",Sunday,1
Male,"February 10, 2019 at 3 AM",Sunday,11
Female,"February 10, 2019 at 3 AM",Sunday,1
Male,"February 10, 2019 at 2 AM",Sunday,14
Female,"February 10, 2019 at 2 AM",Sunday,1
Male,"February 10, 2019 at 1 AM",Sunday,17
Female,"February 10, 2019 at 1 AM",Sunday,1
Male,"February 10, 2019 at 12 AM",Sunday,24
Female,"February 10, 2019 at 12 AM",Sunday,3
Male,"February 3, 2019 at 11 PM",Sunday,17
Female,"February 3, 2019 at 11 PM",Sunday,4
Male,"February 3, 2019 at 10 PM",Sunday,50
Female,"February 3, 2019 at 10 PM",Sunday,6
Male,"February 3, 2019 at 9 PM",Sunday,130
Female,"February 3, 2019 at 9 PM",Sunday,20
Male,"February 3, 2019 at 8 PM",Sunday,45
Female,"February 3, 2019 at 8 PM",Sunday,14
Male,"February 3, 2019 at 7 PM",Sunday,43
Female,"February 3, 2019 at 7 PM",Sunday,8
Male,"February 3, 2019 at 6 PM",Sunday,62
Female,"February 3, 2019 at 6 PM",Sunday,10
Male,"February 3, 2019 at 5 PM",Sunday,155
Female,"February 3, 2019 at 5 PM",Sunday,37
Male,"February 3, 2019 at 4 PM",Sunday,197
Female,"February 3, 2019 at 4 PM",Sunday,58
Male,"February 3, 2019 at 3 PM",Sunday,193
Female,"February 3, 2019 at 3 PM",Sunday,39
Male,"February 3, 2019 at 2 PM",Sunday,140
Female,"February 3, 2019 at 2 PM",Sunday,47
Male,"February 3, 2019 at 1 PM",Sunday,168
Female,"February 3, 2019 at 1 PM",Sunday,47
Male,"February 3, 2019 at 12 PM",Sunday,167
Female,"February 3, 2019 at 12 PM",Sunday,49
Male,"February 3, 2019 at 11 AM",Sunday,138
Female,"February 3, 2019 at 11 AM",Sunday,53
Male,"February 3, 2019 at 10 AM",Sunday,129
Female,"February 3, 2019 at 10 AM",Sunday,39
Male,"February 3, 2019 at 9 AM",Sunday,95
Female,"February 3, 2019 at 9 AM",Sunday,30
Male,"February 3, 2019 at 8 AM",Sunday,49
Female,"February 3, 2019 at 8 AM",Sunday,34
Male,"February 3, 2019 at 7 AM",Sunday,36
Female,"February 3, 2019 at 7 AM",Sunday,12
Male,"February 3, 2019 at 6 AM",Sunday,18
Female,"February 3, 2019 at 6 AM",Sunday,2
Male,"February 3, 2019 at 5 AM",Sunday,5
Female,"February 3, 2019 at 5 AM",Sunday,1
Male,"February 3, 2019 at 4 AM",Sunday,6
Male,"February 3, 2019 at 3 AM",Sunday,5
Female,"February 3, 2019 at 3 AM",Sunday,1
Male,"February 3, 2019 at 2 AM",Sunday,14
Female,"February 3, 2019 at 2 AM",Sunday,3
Male,"February 3, 2019 at 1 AM",Sunday,16
Female,"February 3, 2019 at 1 AM",Sunday,1
Male,"February 3, 2019 at 12 AM",Sunday,9
Female,"February 3, 2019 at 12 AM",Sunday,2
Male,"January 27, 2019 at 11 PM",Sunday,11
Female,"January 27, 2019 at 11 PM",Sunday,1
Male,"January 27, 2019 at 10 PM",Sunday,18
Female,"January 27, 2019 at 10 PM",Sunday,2
Male,"January 27, 2019 at 9 PM",Sunday,13
Female,"January 27, 2019 at 9 PM",Sunday,2
Male,"January 27, 2019 at 8 PM",Sunday,15
Female,"January 27, 2019 at 8 PM",Sunday,3
Male,"January 27, 2019 at 7 PM",Sunday,30
Female,"January 27, 2019 at 7 PM",Sunday,4
Male,"January 27, 2019 at 6 PM",Sunday,32
Female,"January 27, 2019 at 6 PM",Sunday,10
Male,"January 27, 2019 at 5 PM",Sunday,49
Female,"January 27, 2019 at 5 PM",Sunday,7
Male,"January 27, 2019 at 4 PM",Sunday,58
Female,"January 27, 2019 at 4 PM",Sunday,10
Male,"January 27, 2019 at 3 PM",Sunday,52
Female,"January 27, 2019 at 3 PM",Sunday,2
Male,"January 27, 2019 at 2 PM",Sunday,46
Female,"January 27, 2019 at 2 PM",Sunday,12
Male,"January 27, 2019 at 1 PM",Sunday,50
Female,"January 27, 2019 at 1 PM",Sunday,12
Male,"January 27, 2019 at 12 PM",Sunday,50
Female,"January 27, 2019 at 12 PM",Sunday,10
Male,"January 27, 2019 at 11 AM",Sunday,50
Female,"January 27, 2019 at 11 AM",Sunday,10
Male,"January 27, 2019 at 10 AM",Sunday,35
Female,"January 27, 2019 at 10 AM",Sunday,10
Male,"January 27, 2019 at 9 AM",Sunday,23
Female,"January 27, 2019 at 9 AM",Sunday,6
Male,"January 27, 2019 at 8 AM",Sunday,12
Female,"January 27, 2019 at 8 AM",Sunday,5
Male,"January 27, 2019 at 7 AM",Sunday,10
Male,"January 27, 2019 at 6 AM",Sunday,2
Male,"January 27, 2019 at 4 AM",Sunday,3
Male,"January 27, 2019 at 3 AM",Sunday,2
Female,"January 27, 2019 at 3 AM",Sunday,1
Male,"January 27, 2019 at 2 AM",Sunday,3
Female,"January 27, 2019 at 2 AM",Sunday,1
Male,"January 27, 2019 at 1 AM",Sunday,5
Male,"January 27, 2019 at 12 AM",Sunday,11
Female,"January 27, 2019 at 12 AM",Sunday,1
Male,"January 20, 2019 at 11 PM",Sunday,3
Female,"January 20, 2019 at 11 PM",Sunday,1
Male,"January 20, 2019 at 10 PM",Sunday,18
Female,"January 20, 2019 at 10 PM",Sunday,6
Male,"January 20, 2019 at 9 PM",Sunday,27
Female,"January 20, 2019 at 9 PM",Sunday,4
Male,"January 20, 2019 at 8 PM",Sunday,17
Female,"January 20, 2019 at 8 PM",Sunday,5
Male,"January 20, 2019 at 7 PM",Sunday,27
Female,"January 20, 2019 at 7 PM",Sunday,5
Male,"January 20, 2019 at 6 PM",Sunday,38
Female,"January 20, 2019 at 6 PM",Sunday,4
Male,"January 20, 2019 at 5 PM",Sunday,47
Female,"January 20, 2019 at 5 PM",Sunday,16
Male,"January 20, 2019 at 4 PM",Sunday,45
Female,"January 20, 2019 at 4 PM",Sunday,13
Male,"January 20, 2019 at 3 PM",Sunday,30
Female,"January 20, 2019 at 3 PM",Sunday,9
Male,"January 20, 2019 at 2 PM",Sunday,43
Female,"January 20, 2019 at 2 PM",Sunday,8
Male,"January 20, 2019 at 1 PM",Sunday,70
Female,"January 20, 2019 at 1 PM",Sunday,10
Male,"January 20, 2019 at 12 PM",Sunday,50
Female,"January 20, 2019 at 12 PM",Sunday,18
Male,"January 20, 2019 at 11 AM",Sunday,34
Female,"January 20, 2019 at 11 AM",Sunday,13
Male,"January 20, 2019 at 10 AM",Sunday,43
Female,"January 20, 2019 at 10 AM",Sunday,16
Male,"January 20, 2019 at 9 AM",Sunday,33
Female,"January 20, 2019 at 9 AM",Sunday,7
Male,"January 20, 2019 at 8 AM",Sunday,18
Female,"January 20, 2019 at 8 AM",Sunday,4
Male,"January 20, 2019 at 7 AM",Sunday,9
Female,"January 20, 2019 at 7 AM",Sunday,2
Male,"January 20, 2019 at 6 AM",Sunday,3
Male,"January 20, 2019 at 5 AM",Sunday,1
Male,"January 20, 2019 at 4 AM",Sunday,2
Male,"January 20, 2019 at 3 AM",Sunday,1
Female,"January 20, 2019 at 3 AM",Sunday,1
Male,"January 20, 2019 at 2 AM",Sunday,8
Male,"January 20, 2019 at 1 AM",Sunday,10
Male,"January 20, 2019 at 12 AM",Sunday,10
Female,"January 20, 2019 at 12 AM",Sunday,1
Male,"January 13, 2019 at 11 PM",Sunday,14
Female,"January 13, 2019 at 11 PM",Sunday,3
Male,"January 13, 2019 at 10 PM",Sunday,32
Female,"January 13, 2019 at 10 PM",Sunday,6
Male,"January 13, 2019 at 9 PM",Sunday,38
Female,"January 13, 2019 at 9 PM",Sunday,6
Male,"January 13, 2019 at 8 PM",Sunday,47
Female,"January 13, 2019 at 8 PM",Sunday,24
Male,"January 13, 2019 at 7 PM",Sunday,59
Female,"January 13, 2019 at 7 PM",Sunday,25
Male,"January 13, 2019 at 6 PM",Sunday,84
Female,"January 13, 2019 at 6 PM",Sunday,25
Male,"January 13, 2019 at 5 PM",Sunday,93
Female,"January 13, 2019 at 5 PM",Sunday,21
Male,"January 13, 2019 at 4 PM",Sunday,113
Female,"January 13, 2019 at 4 PM",Sunday,47
Male,"January 13, 2019 at 3 PM",Sunday,143
Female,"January 13, 2019 at 3 PM",Sunday,32
Male,"January 13, 2019 at 2 PM",Sunday,121
Female,"January 13, 2019 at 2 PM",Sunday,35
Male,"January 13, 2019 at 1 PM",Sunday,103
Female,"January 13, 2019 at 1 PM",Sunday,39
Male,"January 13, 2019 at 12 PM",Sunday,117
Female,"January 13, 2019 at 12 PM",Sunday,26
Male,"January 13, 2019 at 11 AM",Sunday,85
Female,"January 13, 2019 at 11 AM",Sunday,35
Male,"January 13, 2019 at 10 AM",Sunday,82
Female,"January 13, 2019 at 10 AM",Sunday,32
Male,"January 13, 2019 at 9 AM",Sunday,60
Female,"January 13, 2019 at 9 AM",Sunday,20
